PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
240,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,18
241,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,0,2,0,2,13,2
242,6,2,4,2,1,0.333,0.167,0.667,0.333,3,1,0.5,0.167,3,2,0,1,1,0,2,3,3,0,86,1
243,11,6,5,5,0,0.455,0,0.455,0.545,5,0,0.455,0,4,4,0,4,0,0,0,6,5,3,128,2
244,9,6,3,0,0,0,0,0.333,0.667,1,0,0.111,0,0,0,4,1,0,2,2,2,7,0,94,10
245,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,18
246,2,1,1,0,0,0,0,0.5,0.5,1,0,0.5,0,0,1,0,0,0,0,0,2,0,1,86,8
247,15,10,5,5,2,0.333,0.133,0.333,0.667,7,2,0.467,0.133,0,1,1,5,8,0,0,9,6,0,107,3
248,3,1,2,0,0,0,0,0.667,0.333,0,1,0,0.333,0,1,2,0,0,0,0,1,2,0,44,35
249,7,2,5,0,1,0,0.143,0.714,0.286,3,1,0.429,0.143,0,1,1,5,0,0,0,1,6,0,135,8
250,48,28,20,10,3,0.208,0.062,0.417,0.583,10,4,0.208,0.083,6,0,0,1,16,0,0,26,22,31,67,1
251,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,29,29
252,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,6,6
253,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40,40
254,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,22
255,13,3,10,4,3,0.308,0.231,0.769,0.231,11,3,0.846,0.231,1,0,0,3,0,0,1,0,13,9,18,3
256,4,2,2,2,0,0.5,0,0.5,0.5,2,0,0.5,0,2,0,0,2,0,0,0,2,2,2,81,2
257,7,2,5,2,1,0.286,0.143,0.714,0.286,2,2,0.286,0.286,2,0,0,0,3,0,2,4,3,2,68,3
258,5,1,4,0,1,0,0.2,0.8,0.2,1,1,0.2,0.2,0,0,0,3,0,0,0,0,5,2,15,10
259,2,2,0,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,2,0,0,2,0,0,27,14
260,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28,28
261,4,2,2,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,1,1,3,1,1,37,19
262,6,1,5,0,0,0,0,0.833,0.167,0,0,0,0,0,0,0,0,1,0,0,6,0,5,78,16
263,37,25,12,4,7,0.108,0.189,0.324,0.676,17,14,0.459,0.378,2,3,0,22,2,0,1,5,32,9,130,3
264,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4
265,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,20
266,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,18
267,6,3,3,3,1,0.5,0.167,0.5,0.5,3,1,0.5,0.167,3,2,0,3,0,0,0,2,4,1,53,2
268,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,1,2,3,91,19
269,3,0,3,1,0,0.333,0,1,0,3,0,1,0,1,0,0,3,0,0,0,0,3,0,11,3
270,11,8,3,1,1,0.091,0.091,0.273,0.727,1,1,0.091,0.091,0,0,2,0,6,0,3,6,5,0,159,5
271,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,28
272,3,0,3,3,0,1,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,3,2,5,2
273,6,3,3,1,1,0.167,0.167,0.5,0.5,1,2,0.167,0.333,1,1,0,0,2,0,0,4,2,3,50,2
274,5,1,4,2,1,0.4,0.2,0.8,0.2,4,1,0.8,0.2,2,1,1,1,1,0,0,2,3,1,71,3
275,25,23,2,0,1,0,0.04,0.08,0.92,1,1,0.04,0.04,0,2,0,3,20,0,0,22,3,0,61,12
276,22,16,6,5,4,0.227,0.182,0.273,0.727,6,6,0.273,0.273,6,1,0,0,21,0,0,22,0,0,51,3
277,4,1,3,1,0,0.25,0,0.75,0.25,1,0,0.25,0,1,0,0,3,0,0,0,0,4,1,42,5
278,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,12
279,2,0,2,2,0,1,0,1,0,2,0,1,0,2,0,0,0,2,0,0,2,0,0,5,3
280,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35,35
281,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,2,0,89,58
282,10,5,5,2,3,0.2,0.3,0.5,0.5,3,4,0.3,0.4,1,1,0,5,0,0,2,2,8,2,29,3
283,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,70,70
284,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,11,11
285,3,0,3,2,0,0.667,0,1,0,3,0,1,0,2,1,0,1,0,0,0,1,2,1,12,2
286,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,14
287,7,3,4,1,1,0.143,0.143,0.571,0.429,2,2,0.286,0.286,0,1,0,0,4,0,0,5,2,2,40,2
288,3,2,1,0,0,0,0,0.333,0.667,1,0,0.333,0,0,1,0,0,2,0,0,3,0,0,26,7
289,3,1,2,2,0,0.667,0,0.667,0.333,2,0,0.667,0,1,0,0,1,0,0,0,1,2,2,58,1
290,6,2,4,0,0,0,0,0.667,0.333,0,0,0,0,2,0,0,4,0,0,0,0,6,2,70,16
291,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,31,31
292,3,0,3,2,0,0.667,0,1,0,3,0,1,0,1,0,0,1,0,0,0,0,3,2,6,2
293,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
294,3,1,2,0,1,0,0.333,0.667,0.333,0,1,0,0.333,0,1,0,1,0,0,0,1,2,1,29,25
295,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1,0.333,0,0,0,0,0,3,0,3,0,0,12,2
296,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,1,0,0,0,0,0,1,1,1,15,2
297,2,1,1,2,1,1,0.5,0.5,0.5,2,1,1,0.5,0,0,0,1,0,0,1,0,2,0,5,3
298,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
299,2,2,0,0,2,0,1,0,1,1,2,0.5,1,0,0,0,2,0,0,0,0,2,0,13,8
300,6,3,3,1,1,0.167,0.167,0.5,0.5,2,1,0.333,0.167,3,2,0,0,4,0,0,6,0,0,62,3
301,18,13,5,2,1,0.111,0.056,0.278,0.722,4,3,0.222,0.167,3,2,0,1,15,0,0,17,1,0,123,4
302,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2
303,15,6,9,3,0,0.2,0,0.6,0.4,4,0,0.267,0,2,2,3,1,5,2,0,11,4,2,213,1
304,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,53,38
305,12,3,9,0,2,0,0.167,0.75,0.25,7,3,0.583,0.25,1,0,0,6,0,0,0,0,12,6,93,7
306,20,5,15,12,3,0.6,0.15,0.75,0.25,16,4,0.8,0.2,6,1,0,14,0,0,3,1,19,2,20,1
307,5,3,2,0,2,0,0.4,0.4,0.6,0,2,0,0.4,0,0,0,3,0,0,1,0,5,1,50,12
308,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,9,9
309,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,0,0,0,0,0,2,0,2,1,1,28,14
310,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,56,23
311,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,88,88
312,2,0,2,2,0,1,0,1,0,2,0,1,0,2,0,0,0,2,0,0,2,0,0,3,3
313,4,1,3,0,0,0,0,0.75,0.25,0,0,0,0,1,0,0,2,0,0,1,0,4,1,38,25
314,24,18,6,2,1,0.083,0.042,0.25,0.75,3,5,0.125,0.208,4,1,0,1,21,0,1,22,2,0,88,6
315,5,0,5,3,0,0.6,0,1,0,4,0,0.8,0,3,2,0,2,0,0,1,2,3,0,14,1
316,2,1,1,0,1,0,0.5,0.5,0.5,2,1,1,0.5,0,0,0,2,0,0,0,0,2,0,12,6
317,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,2,1,11,4
318,4,1,3,1,1,0.25,0.25,0.75,0.25,3,1,0.75,0.25,0,0,1,3,0,0,0,0,4,0,15,4
319,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,2,1,3,65,46
320,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,0,0,0,0,0,2,0,2,1,1,91,60
321,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,72,72
322,7,3,4,1,0,0.143,0,0.571,0.429,3,1,0.429,0.143,3,0,1,0,5,0,0,5,2,1,52,4
323,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98,98
324,9,7,2,1,0,0.111,0,0.222,0.778,2,2,0.222,0.222,1,0,0,0,9,0,0,9,0,0,63,5
325,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,5,5
326,5,2,3,3,1,0.6,0.2,0.6,0.4,4,1,0.8,0.2,3,0,0,0,4,1,0,5,0,0,38,0
327,4,2,2,2,1,0.5,0.25,0.5,0.5,3,2,0.75,0.5,1,0,0,3,0,0,1,0,4,0,15,2
328,6,0,6,4,0,0.667,0,1,0,5,0,0.833,0,1,0,0,4,0,0,0,0,6,2,41,3
329,2,0,2,1,0,0.5,0,1,0,2,0,1,0,1,1,0,0,1,0,0,2,0,0,8,4
330,3,0,3,0,0,0,0,1,0,2,0,0.667,0,0,0,0,3,0,0,0,0,3,0,13,7
331,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,72,72
332,37,31,6,1,2,0.027,0.054,0.162,0.838,3,3,0.081,0.081,5,1,0,3,32,0,0,33,4,1,131,4
333,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,4,4
334,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,14,5
335,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,1,0,0,2,0,0,3,0,0,175,60
336,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,1,2,0,1,0,0,0,2,1,0,34,2
337,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1,0.5,0,0,0,1,1,0,0,1,1,0,10,2
338,2,1,1,0,0,0,0,0.5,0.5,0,1,0,0.5,0,0,0,1,0,0,1,0,2,0,32,16
339,4,3,1,1,1,0.25,0.25,0.25,0.75,1,3,0.25,0.75,0,0,0,0,0,0,0,4,0,4,17,5
340,5,2,3,2,1,0.4,0.2,0.6,0.4,2,1,0.4,0.2,1,1,0,0,1,0,0,3,2,3,52,5
341,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,18,18
342,11,5,6,1,1,0.091,0.091,0.545,0.455,3,1,0.273,0.091,1,0,2,5,1,0,0,1,10,3,68,3
343,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
344,11,6,5,2,0,0.182,0,0.455,0.545,5,2,0.455,0.182,1,0,0,1,8,0,0,8,3,2,32,5
345,5,3,2,1,3,0.2,0.6,0.4,0.6,1,3,0.2,0.6,0,1,0,3,0,0,0,1,4,1,23,5
346,9,2,7,7,2,0.778,0.222,0.778,0.222,9,2,1,0.222,2,0,2,3,0,0,2,2,7,2,7,3
347,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,20
348,6,3,3,0,0,0,0,0.5,0.5,0,0,0,0,1,1,0,0,3,0,0,5,1,2,110,13
349,7,6,1,4,3,0.571,0.429,0.143,0.857,7,6,1,0.857,1,0,0,0,0,0,7,0,7,0,7,5
350,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,17,17
351,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,1,1,0,1,0,0,0,1,2,1,40,40
352,4,0,4,1,0,0.25,0,1,0,1,0,0.25,0,2,0,1,0,0,2,1,2,2,0,19,5
353,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,0,0,1,0,0,0,0,2,1,53,2
354,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,110,110
355,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,86,61
356,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,17,17
357,5,1,4,3,1,0.6,0.2,0.8,0.2,4,1,0.8,0.2,0,0,0,4,0,0,1,0,5,0,14,3
358,12,6,6,3,1,0.25,0.083,0.5,0.5,6,3,0.5,0.25,0,0,0,10,0,0,2,0,12,0,30,5
359,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,6,6
360,12,11,1,0,0,0,0,0.083,0.917,0,1,0,0.083,1,0,0,2,7,0,1,7,5,2,78,19
361,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,17,17
362,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,0,1,0,0,2,0,0,3,0,0,56,4
363,6,3,3,1,1,0.167,0.167,0.5,0.5,2,1,0.333,0.167,1,1,0,4,0,0,0,1,5,1,42,1
364,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,12,12
365,6,2,4,3,2,0.5,0.333,0.667,0.333,3,2,0.5,0.333,0,0,0,0,5,0,0,5,1,1,17,6
366,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,18,12
367,2,0,2,0,0,0,0,1,0,1,0,0.5,0,1,1,0,1,0,0,0,1,1,0,20,11
368,4,2,2,1,0,0.25,0,0.5,0.5,1,0,0.25,0,0,0,0,3,0,0,1,0,4,0,41,3
369,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
370,21,16,5,1,0,0.048,0,0.238,0.762,3,1,0.143,0.048,5,0,0,0,18,0,0,20,1,3,87,5
371,4,2,2,2,0,0.5,0,0.5,0.5,2,0,0.5,0,1,2,0,0,0,1,0,3,1,1,174,4
372,16,11,5,2,8,0.125,0.5,0.312,0.688,8,8,0.5,0.5,1,1,0,14,0,0,1,1,15,0,111,3
373,22,20,2,0,0,0,0,0.091,0.909,2,1,0.091,0.045,1,0,0,0,6,0,0,22,0,16,90,8
374,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,11,11
375,11,3,8,8,1,0.727,0.091,0.727,0.273,8,1,0.727,0.091,5,1,0,0,2,0,5,6,5,3,34,1
376,2,1,1,0,1,0,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,15,6
377,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,19
378,2,1,1,1,0,0.5,0,0.5,0.5,1,1,0.5,0.5,0,0,0,1,0,0,1,0,2,0,12,5
379,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,61,61
380,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,11,11
381,4,4,0,0,1,0,0.25,0,1,0,1,0,0.25,0,2,0,2,0,0,0,2,2,0,138,24
382,2,2,0,0,2,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,2,1,23,23
383,3,1,2,1,0,0.333,0,0.667,0.333,2,1,0.667,0.333,1,0,0,3,0,0,0,0,3,0,14,1
384,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,39,39
385,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4,4
386,8,6,2,0,0,0,0,0.25,0.75,0,0,0,0,0,0,1,0,2,0,5,2,6,0,137,12
387,6,2,4,3,1,0.5,0.167,0.667,0.333,4,2,0.667,0.333,2,1,0,3,0,0,0,1,5,2,22,3
388,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,1,0,2,0,21,14
389,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,8,6
390,10,3,7,0,1,0,0.1,0.7,0.3,4,2,0.4,0.2,4,3,0,0,1,0,0,7,3,6,31,6
391,2,2,0,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,2,0,2,17,12
392,10,6,4,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,2,7,0,1,7,3,0,44,17
393,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,57,57
394,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,71
395,7,4,3,1,1,0.143,0.143,0.429,0.571,1,2,0.143,0.286,0,1,0,3,0,0,2,1,6,1,44,4
396,2,1,1,0,1,0,0.5,0.5,0.5,0,1,0,0.5,0,1,1,0,0,0,0,1,1,0,18,16
397,9,7,2,1,2,0.111,0.222,0.222,0.778,1,2,0.111,0.222,0,0,0,0,5,0,0,8,1,4,64,3
398,17,9,8,0,0,0,0,0.471,0.529,0,1,0,0.059,1,1,0,0,6,4,0,12,5,6,183,17
399,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,34,34
400,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7,7
401,4,1,3,1,1,0.25,0.25,0.75,0.25,1,1,0.25,0.25,0,0,0,2,1,0,0,1,3,1,14,6
402,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,15,15
403,3,0,3,0,0,0,0,1,0,3,0,1,0,3,0,0,0,1,0,0,3,0,2,11,8
404,129,122,7,0,7,0,0.054,0.054,0.946,8,17,0.062,0.132,1,2,1,1,122,0,1,126,3,2,97,10
405,2,1,1,0,0,0,0,0.5,0.5,1,0,0.5,0,1,1,0,0,0,0,0,2,0,1,40,10
406,13,8,5,2,2,0.154,0.154,0.385,0.615,5,6,0.385,0.462,4,0,0,1,1,0,0,12,1,11,28,2
407,3,2,1,0,0,0,0,0.333,0.667,1,1,0.333,0.333,0,0,0,0,1,0,2,1,2,0,41,10
408,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,13,13
409,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,108,6
410,15,13,2,1,0,0.067,0,0.133,0.867,1,1,0.067,0.067,0,1,0,1,12,0,0,14,1,1,36,3
411,7,2,5,0,0,0,0,0.714,0.286,0,0,0,0,0,0,2,4,0,0,0,0,7,1,35,14
412,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,21,14
413,4,0,4,0,0,0,0,1,0,1,0,0.25,0,1,1,0,2,0,0,0,1,3,1,54,11
414,7,2,5,3,1,0.429,0.143,0.714,0.286,3,1,0.429,0.143,2,0,0,0,4,0,0,4,3,3,43,1
415,3,0,3,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,2,0,2,1,1,12,8
416,7,2,5,1,0,0.143,0,0.714,0.286,2,0,0.286,0,0,3,1,0,0,0,1,4,3,2,135,4
417,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,1,1,0,73,25
418,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,78,78
419,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,1,1,70,23
420,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7,7
421,21,18,3,0,1,0,0.048,0.143,0.857,2,1,0.095,0.048,0,0,0,0,3,0,0,21,0,18,129,11
422,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,79,14
423,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,28,28
424,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,0,0,2,0,2,0,0,18,6
425,12,7,5,2,1,0.167,0.083,0.417,0.583,4,3,0.333,0.25,2,0,2,8,1,0,0,1,11,1,37,2
426,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
427,10,5,5,1,2,0.1,0.2,0.5,0.5,5,2,0.5,0.2,1,2,0,4,0,0,1,4,6,3,37,4
428,4,2,2,1,2,0.25,0.5,0.5,0.5,3,2,0.75,0.5,0,1,0,3,0,0,0,1,3,0,12,3
429,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2
430,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,166,74
431,4,1,3,0,1,0,0.25,0.75,0.25,2,1,0.5,0.25,0,1,0,2,0,0,0,1,3,1,40,11
432,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
433,2,1,1,0,1,0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,18,12
434,8,2,6,1,2,0.125,0.25,0.75,0.25,3,2,0.375,0.25,0,0,4,1,0,2,1,2,6,0,63,5
435,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,2,0,2,0,19,2
436,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,31,27
437,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,9,9
438,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,0,1,0,1,0,1,1,0,10,3
439,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,48,48
440,2,0,2,2,0,1,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,5,5
441,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,21
442,2,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,10,8
443,7,5,2,2,0,0.286,0,0.286,0.714,2,0,0.286,0,0,1,0,1,5,0,0,6,1,0,47,3
444,4,1,3,3,1,0.75,0.25,0.75,0.25,3,1,0.75,0.25,1,2,0,1,0,0,0,2,2,1,18,5
445,7,3,4,2,0,0.286,0,0.571,0.429,2,0,0.286,0,1,0,0,3,0,0,1,0,7,3,27,1
446,18,14,4,1,2,0.056,0.111,0.222,0.778,5,6,0.278,0.333,0,3,0,14,0,0,0,3,15,1,79,5
447,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,52,27
448,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,40,40
449,2,0,2,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1,1,6,6
450,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,2,0,1,91,15
451,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1,0.333,0,0,0,0,0,0,2,1,2,1,11,3
452,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40,40
453,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1,0.333,2,0,0,2,0,1,0,1,2,0,10,2
454,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,15,15
455,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,0,0,0,2,0,0,0,0,2,0,14,5
456,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,24,13
457,2,1,1,0,1,0,0.5,0.5,0.5,2,1,1,0.5,0,0,1,1,0,0,0,0,2,0,8,7
458,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,0,0,1,0,1,0,0,2,1,1,22,17
459,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
460,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,77,57
461,2,0,2,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,2,0,2,9,7
462,4,0,4,4,0,1,0,1,0,4,0,1,0,0,0,0,3,0,0,1,0,4,0,5,3
463,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,15,3
464,3,0,3,1,0,0.333,0,1,0,3,0,1,0,0,1,0,1,0,0,0,1,2,1,12,5
465,8,4,4,0,0,0,0,0.5,0.5,0,0,0,0,2,0,0,0,1,0,0,1,7,7,55,15
466,12,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,12,0,0,55,38
467,11,5,6,2,1,0.182,0.091,0.545,0.455,4,4,0.364,0.364,4,1,0,6,0,0,4,1,10,0,79,2
468,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7,7
469,4,2,2,0,0,0,0,0.5,0.5,1,0,0.25,0,0,1,1,1,0,0,0,1,3,1,45,12
470,8,0,8,3,0,0.375,0,1,0,7,0,0.875,0,3,2,0,6,0,0,0,2,6,0,32,2
471,12,9,3,0,0,0,0,0.25,0.75,1,1,0.083,0.083,0,5,1,1,3,2,0,10,2,0,160,11
472,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,70,2
473,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,14
474,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,146,36
475,5,3,2,1,1,0.2,0.2,0.4,0.6,2,2,0.4,0.4,2,0,0,0,4,0,0,5,0,1,32,1
476,6,2,4,0,0,0,0,0.667,0.333,2,0,0.333,0,1,0,0,1,0,0,0,1,5,5,52,7
477,5,3,2,1,2,0.2,0.4,0.4,0.6,2,2,0.4,0.4,0,0,0,0,3,0,0,5,0,2,28,5
478,11,7,4,7,3,0.636,0.273,0.364,0.636,7,5,0.636,0.455,2,1,0,2,0,0,6,3,8,2,15,1
479,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
